ազատուելու	19
ազատուեր	7
ազատուեցայ	8
ազատուեցան	5
ազատուեցանք	4
ազատուեցար	6
ազատուեցաւ	9
ազատուեցաք	3
ազատուեցէք	3
ազատուէ	6
ազատուէի	2
ազատուէիր	1
ազատուէր	3
ազատութեամբ	27
ազատութեամբդ	3
ազատութեամբը	2
ազատութեամբն	2
ազատութեամբս	4
ազատութեան	81
ազատութեանդ	8
ազատութեանը	7
ազատութեանն	7
ազատութեանս	10
ազատութեանց	18
ազատութեանցդ	4
ազատութեանցը	16
ազատութեանցն	16
ազատութեանցս	6
ազատութենէ	17
ազատութենէդ	4
ազատութենէն	22
ազատութենէս	5
ազատութիւն	59
ազատութիւնդ	11
ազատութիւնէ	17
ազատութիւնէդ	4
ազատութիւնէն	15
ազատութիւնէս	5
ազատութիւնը	79
ազատութիւնի	29
ազատութիւնիդ	8
ազատութիւնին	7
ազատութիւնիս	10
ազատութիւնն	53
ազատութիւններ	23
ազատութիւններդ	6
ազատութիւններէ	10
ազատութիւններէն	9
ազատութիւններէս	2
ազատութիւնները	20
ազատութիւններն	20
ազատութիւններով	9
ազատութիւններու	28
ազատութիւններուդ	4
ազատութիւններուն	16
ազատութիւններուս	6
ազատութիւններս	7
ազատութիւնով	15
ազատութիւնովդ	3
ազատութիւնովը	2
ազատութիւնովն	2
ազատութիւնովս	4
ազատութիւնս	13
ազատուի	7
ազատուիլ	9
ազատուիլը	8
ազատուիլն	8
ազատուիմ	6
ազատուին	4
ազատուինք	3
ազատուիս	5
ազատուիր	6
ազատուիք	2
ազատում	25
ազատուող	6
ազատս	13
ազատօրէն	49
ազգ	73
ազգագրական	32
ազգագրութեան	2
ազգագրութիւն	3
ազգագրութիւնը	16
ազգագրութիւնի	2
ազգագրութիւնն	2
ազգադաւ	25
ազգական	41
ազգականդ	7
ազգականէ	12
ազգականէդ	2
ազգականէն	10
ազգականէս	2
ազգականը	22
ազգականի	34
ազգականիդ	5
ազգականին	18
ազգականիս	7
ազգականն	22
ազգականներ	33
ազգականներդ	3
ազգականներէ	7
ազգականներէն	5
ազգականները	37
ազգականներն	14
ազգականներով	6
ազգականներու	37
ազգականներուդ	2
ազգականներուն	20
ազգականներուս	3
ազգականներս	5
ազգականով	10
ազգականովս	2
ազգականս	9
ազգամիջեան	2
ազգային	144
ազգայինդ	15
ազգայինէ	22
ազգայինէդ	6
ազգայինէն	20
ազգայինէս	7
ազգայինը	40
ազգայինի	37
ազգայինիդ	12
ազգայինին	33
ազգայինինդ	3
ազգայինինը	3
ազգայինինն	3
ազգայինինս	3
ազգայինիս	14
ազգայինն	54
ազգայիններ	30
ազգայիններդ	9
ազգայիններէ	14
ազգայիններէդ	3
ազգայիններէն	12
ազգայիններէս	4
ազգայինները	26
ազգայիններն	26
ազգայիններով	12
ազգայիններովդ	2
ազգայիններովս	3
ազգայիններու	25
ազգայիններուդ	7
ազգայիններուն	22
ազգայիններուս	8
ազգայիններս	11
ազգայինով	20
ազգայինովդ	5
ազգայինովը	4
ազգայինովն	4
ազգայինովս	6
ազգայինս	17
ազգայնական	32
ազգայնականութեամբ	3
ազգայնականութեան	29
ազգայնականութեանց	4
ազգայնականութեանցը	3
ազգայնականութեանցն	3
ազգայնականութենէ	3
ազգայնականութենէն	3
ազգայնականութիւն	26
ազգայնականութիւնէ	3
ազգայնականութիւնէն	3
ազգայնականութիւնը	9
ազգայնականութիւնի	8
ազգայնականութիւնն	9
ազգայնականութիւններ	6
ազգայնականութիւնները	5
ազգայնականութիւններն	5
ազգայնականութիւններու	4
ազգայնականութիւններուն	3
ազգայնականութիւնով	3
ազգայնականութիւնս	2
ազգայնանալ	1
ազգայնաշունչ	2
ազգայնացնել	1
ազգայնացում	2
ազգայնացումի	14
ազգայնացումն	1
ազգայնութիւն	2
ազգանուէր	2
ազգապահպանում	2
ազգապահպանումն	1
ազգասիրութեան	15
ազգասիրութիւն	3
ազգասիրութիւնը	2
ազգասիրութիւնի	2
ազգասիրութիւնն	2
ազգավնաս	2
ազգդ	12
ազգեր	35
ազգերդ	7
ազգերէ	11
ազգերէդ	1
ազգերէն	9
ազգերէս	2
ազգերը	31
ազգերն	21
ազգերով	10
ազգերովս	2
ազգերու	46
ազգերուդ	5
ազգերուն	31
ազգերուս	6
ազգերս	8
ազգէ	35
ազգէդ	4
ազգէն	16
ազգէս	5
ազգը	65
ազգի	68
ազգիդ	9
ազգին	73
ազգինդ	2
ազգինը	2
ազգինն	2
ազգինս	2
ազգիս	11
ազգն	33
ազգով	24
ազգովդ	3
ազգովը	2
ազգովին	2
ազգովն	2
ազգովս	4
ազգութեամբ	9
ազգութեան	5
ազգութեանց	2
ազգութեանցը	2
ազգութեանցն	2
ազգութենէ	2
ազգութիւն	7
ազգութիւնէ	2
ազգութիւնը	20
ազգութիւնի	5
ազգութիւնն	6
ազգութիւններ	4
ազգութիւնները	3
ազգութիւններն	3
ազգութիւններու	2
ազգութիւններուն	2
ազգս	21
ազգօգուտ	2
ազդած	29
ազդածը	3
ազդածի	3
ազդածն	3
ազդածներ	2
ազդակ	23
ազդակէ	2
ազդակը	20
ազդակի	5
ազդակին	4
ազդակն	6
ազդակներ	4
ազդակները	3
ազդակներն	3
ազդակներու	2
ազդակներուն	2
ազդանշան	38
ազդանշանդ	2
ազդանշանէ	5
ազդանշանէն	4
ազդանշանը	11
ազդանշանի	10
ազդանշանին	9
ազդանշանիս	2
ազդանշանն	11
ազդանշաններ	18
ազդանշաններէ	2
ազդանշանները	16
ազդանշաններն	6
ազդանշաններով	1
ազդանշաններու	6
ազդանշաններուն	5
ազդանշանով	4
ազդանշանս	3
ազդարար	2
ազդարարել	2
ազդարարեր	14
ազդարարեց	2
ազդարարութեան	2
ազդարարութիւն	3
ազդարարութիւնը	16
ազդարարութիւնի	2
ազդարարութիւնն	2
ազդել	33
ազդելդ	5
ազդելէ	8
ազդելը	17
ազդելիք	14
ազդելիքը	2
ազդելիքի	2
ազդելիքն	2
ազդելն	17
ազդելով	7
ազդելու	16
ազդելուդ	3
ազդելուն	2
ազդելուս	4
ազդելս	6
ազդեմ	14
ազդեն	24
ազդենք	8
ազդես	12
ազդեր	16
ազդեց	19
ազդեցէք	8
ազդեցի	17
ազդեցիկ	34
ազդեցին	12
ազդեցինք	10
ազդեցիր	14
ազդեցիք	8
ազդեցութեամբ	19
ազդեցութեամբդ	1
ազդեցութեամբս	2
ազդեցութեան	49
ազդեցութեանդ	6
ազդեցութեանը	5
ազդեցութեանն	5
ազդեցութեանս	7
ազդեցութեանց	14
ազդեցութեանցդ	3
ազդեցութեանցը	12
ազդեցութեանցն	12
ազդեցութեանցս	4
ազդեցութենէ	13
ազդեցութենէդ	2
ազդեցութենէն	11
ազդեցութենէս	3
ազդեցութիւն	71
ազդեցութիւնդ	8
ազդեցութիւնէ	13
ազդեցութիւնէդ	2
ազդեցութիւնէն	11
ազդեցութիւնէս	3
ազդեցութիւնը	60
ազդեցութիւնի	22
ազդեցութիւնիդ	6
ազդեցութիւնին	5
ազդեցութիւնիս	7
ազդեցութիւնն	24
ազդեցութիւններ	18
ազդեցութիւններդ	4
ազդեցութիւններէ	7
ազդեցութիւններէն	6
ազդեցութիւնները	25
ազդեցութիւններն	15
ազդեցութիւններով	6
ազդեցութիւններու	23
ազդեցութիւններուդ	3
ազդեցութիւններուն	12
ազդեցութիւններուս	4
ազդեցութիւններս	5
ազդեցութիւնով	11
ազդեցութիւնովդ	1
ազդեցութիւնովս	2
ազդեցութիւնս	10
ազդէ	45
ազդէի	8
ազդէին	5
ազդէինք	4
ազդէիր	6
ազդէիք	3
ազդէր	9
ազդէք	7
ազդող	14
ազդողը	2
ազդողի	2
ազդողն	2
ազդու	23
ազդուելու	13
ազդուեցաւ	2
ազդուէ	4
ազդուի	5
ազդուիլ	2
ազդուին	23
ազդուիս	3
ազդում	2
ազդումն	1
ազդուն	6
ազդուներ	4
ազդուները	3
ազդուներն	3
ազդուներու	2
ազդուներուն	2
ազդրերուն	15
ազէրական	25
ազէրպայճանին	15
ազնիւ	60
ազնուազարմ	2
ազնուական	42
ազնուականէ	3
ազնուականէն	3
ազնուականը	9
ազնուականի	8
ազնուականին	7
ազնուականն	9
ազնուականներ	6
ազնուականները	5
ազնուականներն	5
ազնուականներու	4
ազնուականներուն	3
ազնուականով	3
ազնուականութեան	2
ազնուականութիւն	18
ազնուականութիւնը	2
ազնուականութիւնի	2
ազնուականութիւնն	2
ազնուականս	2
ազնուանալ	1
ազնուասիրտ	2
ազնուացնել	1
ազնուացում	2
ազնուացումն	1
ազնուութիւն	2
ազրպէյճան	43
ազրպէյճանական	43
ազրպէյճանը	30
ազրպէյճանի	34
ազրպէյճանին	27
ազրպէյճանն	15
աթէնք	18
աթէնքը	2
աթէնքի	2
աթէնքն	2
աթէշեան	25
աթոռ	87
աթոռակ	3
աթոռակը	2
աթոռակի	2
աթոռակին	13
աթոռակն	2
աթոռանիստ	49
աթոռանիստդ	2
աթոռանիստեր	8
աթոռանիստերէ	2
աթոռանիստերը	6
աթոռանիստերն	6
աթոռանիստերով	1
աթոռանիստերու	6
աթոռանիստերուն	5
աթոռանիստէ	5
աթոռանիստէն	4
աթոռանիստը	11
աթոռանիստի	10
աթոռանիստին	9
աթոռանիստիս	2
աթոռանիստն	11
աթոռանիստներ	8
աթոռանիստներէ	2
աթոռանիստները	6
աթոռանիստներն	6
աթոռանիստներով	1
աթոռանիստներու	6
աթոռանիստներուն	5
աթոռանիստով	4
աթոռանիստս	3
աթոռդ	13
աթոռէ	20
աթոռէդ	5
աթոռէն	25
աթոռէս	6
աթոռը	86
աթոռի	87
աթոռիդ	10
աթոռին	74
աթոռինդ	3
աթոռինը	3
աթոռինն	3
աթոռինս	3
աթոռիս	12
աթոռն	50
աթոռներ	44
աթոռներդ	8
աթոռներէ	12
աթոռներէդ	2
աթոռներէն	11
աթոռներէս	3
աթոռները	24
աթոռներն	24
աթոռներով	11
աթոռներովդ	1
աթոռներովս	2
աթոռներու	37
աթոռներուդ	6
աթոռներուն	28
աթոռներուս	7
աթոռներս	9
աթոռոյ	15
աթոռով	18
աթոռովդ	4
աթոռովը	3
աթոռովն	3
աթոռովս	5
աթոռս	15
աժան	47
ալ	211
ալեկոծ	18
ալեկոծել	1
ալեկոծիլ	1
ալեկոծութիւն	2
ալեկոծուիլ	1
ալէն	25
ալի	56
ալիեւ	27
ալիի	15
ալիկիէրիի	20
ալիշան	32
ալիշանէ	2
ալիշանը	6
ալիշանի	5
ալիշանին	4
ալիշանն	6
ալիշաններ	4
ալիշանները	3
ալիշաններն	3
ալիշաններու	2
ալիշաններուն	2
ալիւր	32
ալիւրէ	2
ալիւրը	6
ալիւրի	5
ալիւրին	4
ալիւրն	6
ալիւրներ	4
ալիւրները	3
ալիւրներն	3
ալիւրներու	2
ալիւրներուն	2
ալիք	34
ալիքդ	4
ալիքէ	8
ալիքէն	6
ալիքը	30
ալիքի	28
ալիքիդ	3
ալիքին	13
ալիքիս	4
ալիքն	30
ալիքներ	11
ալիքներդ	1
ալիքներէ	4
ալիքներէն	3
ալիքները	19
ալիքներն	10
ալիքներով	3
ալիքներու	9
ալիքներուն	16
ալիքներս	2
ալիքով	14
ալիքս	5
ալֆրետ	57
ախալցխա	2
ախոյեան	2
ախոյեանութիւն	2
ախորժաբեր	2
ախորժած	5
ախորժակ	10
ախորժակէ	3
ախորժակէն	3
ախորժակը	9
ախորժակի	21
ախորժակին	7
ախորժակն	9
ախորժակներ	17
ախորժակները	5
ախորժակներն	5
ախորժակներու	4
ախորժակներուն	3
ախորժակով	10
ախորժակս	2
ախորժելի	32
ախորժելիք	4
ախորժելով	7
ախորժելու	4
ախորժեր	17
ախորժեցայ	5
ախորժեցան	3
ախորժեցանք	2
ախորժեցար	4
ախորժեցաւ	6
ախորժէ	4
ախորժէր	1
ախորժի	5
ախորժիլ	6
ախորժիլը	5
ախորժիլն	5
ախորժիմ	4
ախորժին	2
ախորժիս	3
ախորժիր	4
ախորժող	4
ախպէր	25
ախտ	10
ախտաճանաչում	2
ախտաճանաչումն	1
ախտեր	6
ախտերը	15
ախտերն	5
ախտերու	4
ախտերուն	3
ախտէ	3
ախտէն	3
ախտը	31
ախտի	8
ախտին	7
ախտն	9
ախտով	3
ախտս	2
ախր	32
ածական	27
ածանցում	2
ածանցումն	1
ածիլուած	15
ակադեմական	34
ակադեմիա	2
ակամադ	6
ակամայ	81
ակամայէ	11
ակամայէդ	1
ակամայէն	9
ակամայէս	2
ակամայի	19
ակամայիդ	5
ակամային	17
ակամայիս	6
ակամայով	9
ակամայովս	1
ակաման	21
ակամաներ	15
ակամաներդ	3
ակամաներէ	6
ակամաներէն	5
ակամաները	13
ակամաներն	13
ակամաներով	5
ակամաներու	12
ակամաներուդ	2
ակամաներուն	10
ակամաներուս	3
ակամաներս	4
ակամաս	8
ականատես	71
ականատեսդ	6
ականատեսէ	10
ականատեսէն	8
ականատեսէս	2
ականատեսը	19
ականատեսի	18
ականատեսիդ	4
ականատեսին	16
ականատեսիս	5
ականատեսն	33
ականատեսներ	14
ականատեսներդ	2
ականատեսներէ	5
ականատեսներէն	4
ականատեսները	12
ականատեսներն	12
ականատեսներով	4
ականատեսներու	20
ականատեսներուդ	1
ականատեսներուն	9
ականատեսներուս	2
ականատեսներս	3
ականատեսով	8
ականատեսս	7
ականաւոր	2
ականներէն	15
ականներու	15
ականներուն	15
ականջ	44
ականջդ	18
ականջէ	13
ականջէդ	2
ականջէն	11
ականջէս	3
ականջը	47
ականջի	23
ականջիդ	11
ականջին	39
ականջիս	14
ականջն	47
ականջներ	18
ականջներդ	4
ականջներէ	8
ականջներէն	6
ականջները	38
ականջներն	26
ականջներով	12
ականջներու	15
ականջներուդ	3
ականջներուն	21
ականջներուս	4
ականջներս	5
ականջով	11
ականջովդ	2
ականջովս	2
ականջս	10
ակը	20
ակին	15
ակնածանք	2
ակնարկ	55
ակնարկած	23
ակնարկածը	1
ակնարկածն	1
ակնարկդ	9
ակնարկել	13
ակնարկելդ	2
ակնարկելէ	5
ակնարկելը	11
ակնարկելիք	9
ակնարկելն	11
ակնարկելով	11
ակնարկելու	10
ակնարկելուս	2
ակնարկելս	3
ակնարկեմ	9
ակնարկեն	6
ակնարկենք	5
ակնարկես	8
ակնարկեր	11
ակնարկեց	13
ակնարկեցէք	5
ակնարկեցի	11
ակնարկեցին	17
ակնարկեցինք	6
ակնարկեցիր	9
ակնարկեցիք	5
ակնարկէ	23
ակնարկէդ	3
ակնարկէի	4
ակնարկէին	2
ակնարկէինք	2
ակնարկէիր	3
ակնարկէն	25
ակնարկէս	4
ակնարկէր	5
ակնարկէք	4
ակնարկը	59
ակնարկի	25
ակնարկիդ	7
ակնարկին	50
ակնարկիս	9
ակնարկն	27
ակնարկներ	37
ակնարկներդ	5
ակնարկներէ	9
ակնարկներէն	7
ակնարկները	27
ակնարկներն	17
ակնարկներով	7
ակնարկներու	16
ակնարկներուդ	3
ակնարկներուն	14
ակնարկներուս	4
ակնարկներս	11
ակնարկող	9
ակնարկով	31
ակնարկովդ	2
ակնարկովս	3
ակնարկութեան	2
ակնարկութիւն	3
ակնարկութիւնը	2
ակնարկութիւնի	2
ակնարկութիւնն	2
ակնարկութիւններ	11
ակնարկուի	15
ակնարկս	25
ակներեւ	42
ակներեւէ	3
ակներեւէն	3
ակներեւը	9
ակներեւի	8
ակներեւին	7
ակներեւն	9
ակներեւներ	6
ակներեւները	5
ակներեւներն	5
ակներեւներու	4
ակներեւներուն	3
ակներեւով	3
ակներեւս	2
ակնթարթ	51
ակնթարթդ	5
ակնթարթեր	12
ակնթարթերդ	2
ակնթարթերէ	4
ակնթարթերէն	3
ակնթարթերը	10
ակնթարթերն	10
ակնթարթերով	4
ակնթարթերու	10
ակնթարթերուն	8
ակնթարթերուս	2
ակնթարթերս	3
ակնթարթէ	8
ակնթարթէն	7
ակնթարթը	17
ակնթարթի	42
ակնթարթիդ	3
ակնթարթին	14
ակնթարթիս	4
ակնթարթն	17
ակնթարթներ	23
ակնթարթներդ	2
ակնթարթներէ	4
ակնթարթներէն	3
ակնթարթները	10
ակնթարթներն	10
ակնթարթներով	4
ակնթարթներու	10
ակնթարթներուն	8
ակնթարթներուս	2
ակնթարթներս	3
ակնթարթով	15
ակնթարթս	6
ակնկալած	9
ակնկալել	25
ակնկալելդ	1
ակնկալելէ	4
ակնկալելը	10
ակնկալելի	25
ակնկալելիք	8
ակնկալելն	10
ակնկալելով	3
ակնկալելու	21
ակնկալելս	2
ակնկալեմ	8
ակնկալեն	14
ակնկալենք	4
ակնկալես	16
ակնկալեր	9
ակնկալեց	11
ակնկալեցէք	4
ակնկալեցի	10
ակնկալեցին	6
ակնկալեցինք	5
ակնկալեցիր	8
ակնկալեցիք	4
ակնկալէ	9
ակնկալէի	3
ակնկալէին	2
ակնկալէիր	3
ակնկալէր	4
ակնկալէք	3
ակնկալող	8
ակնկալուեցաւ	2
ակնկալուէր	7
ակնկալութեամբ	5
ակնկալութեան	12
ակնկալութեանդ	2
ակնկալութեանս	3
ակնկալութեանց	7
ակնկալութեանցը	6
ակնկալութեանցն	6
ակնկալութենէ	6
ակնկալութենէն	5
ակնկալութիւն	15
ակնկալութիւնդ	3
ակնկալութիւնէ	6
ակնկալութիւնէն	5
ակնկալութիւնը	35
ակնկալութիւնի	12
ակնկալութիւնիդ	2
ակնկալութիւնիս	3
ակնկալութիւնն	13
ակնկալութիւններ	20
ակնկալութիւններէ	3
ակնկալութիւններէն	2
ակնկալութիւնները	23
ակնկալութիւններն	8
ակնկալութիւններով	2
ակնկալութիւններու	7
ակնկալութիւններուն	6
ակնկալութիւններս	1
ակնկալութիւնով	5
ակնկալութիւնս	4
ակնկալուիլ	2
ակնյայտօրէն	25
ակնոց	15
ակնոցդ	3
ակնոցէ	6
ակնոցէն	5
ակնոցը	35
ակնոցի	25
ակնոցիդ	2
ակնոցին	10
ակնոցիս	3
ակնոցն	13
ակնոցներ	9
ակնոցներէ	3
ակնոցներէն	2
ակնոցները	8
ակնոցներն	8
ակնոցներով	2
ակնոցներու	7
ակնոցներուն	6
ակնոցներս	1
ակնոցով	17
ակնոցս	4
ակումբ	15
ակումբդ	3
ակումբէ	6
ակումբէն	5
ակումբը	13
ակումբի	25
ակումբիդ	2
ակումբին	29
ակումբիս	3
ակումբն	13
ակումբներ	9
ակումբներէ	3
ակումբներէն	2
ակումբները	8
ակումբներն	8
ակումբներով	2
ակումբներու	22
ակումբներուն	6
ակումբներս	1
ակումբով	5
ակումբս	4
ակունք	23
ակունքէ	2
ակունքը	6
ակունքի	5
ակունքին	4
ակունքն	6
ակունքներ	4
ակունքները	12
ակունքներն	3
ակունքներու	2
ակունքներուն	2
ակռադ	3
ակռայ	31
ակռայէ	6
ակռայէն	5
ակռայի	12
ակռայիդ	2
ակռային	10
ակռայիս	3
ակռայով	5
ակռան	13
ակռաներ	9
ակռաներէ	3
ակռաներէն	7
ակռաները	17
ակռաներն	8
ակռաներով	2
ակռաներու	7
ակռաներուն	19
ակռաներուս	4
ակռաներս	1
ակռաս	4
ակտ	2
ակօս	67
ակօսդ	5
ակօսէ	9
ակօսէն	8
ակօսէս	1
ակօսը	18
ակօսի	17
ակօսիդ	4
ակօսին	27
ակօսիս	5
ակօսն	18
ակօսներ	24
ակօսներդ	2
ակօսներէ	5
ակօսներէն	4
ակօսները	11
ակօսներն	11
ակօսներով	4
ակօսներու	10
ակօսներուն	9
ակօսներուս	2
ակօսներս	3
ակօսով	8
ակօսս	7
ահ	58
ահա	98
ահաբեկած	17
ահաբեկել	20
ահաբեկելը	5
ահաբեկելիք	4
ահաբեկելն	5
ահաբեկելու	4
ահաբեկեմ	4
ահաբեկեն	2
ահաբեկես	3
ահաբեկեր	5
ահաբեկեց	6
ահաբեկեցի	5
ահաբեկեցին	3
ահաբեկեցինք	2
ահաբեկեցիր	4
ահաբեկէ	5
ահաբեկէր	1
ահաբեկող	4
ահագին	32
ահագնանայ	15
ահագնութեան	2
ահագնութիւն	3
ահագնութիւնը	16
ահագնութիւնի	2
ահագնութիւնն	2
ահազանգ	64
ահազանգդ	5
ահազանգեր	13
ահազանգերդ	2
ահազանգերէ	5
ահազանգերէն	4
ահազանգերը	11
ահազանգերն	11
ահազանգերով	4
ահազանգերու	10
ահազանգերուն	9
ահազանգերուս	2
ահազանգերս	3
ահազանգէ	9
ահազանգէն	8
ահազանգէս	1
ահազանգը	32
ահազանգի	30
ահազանգիդ	4
ահազանգին	15
ահազանգիս	5
ահազանգն	32
ահազանգներ	13
ահազանգներդ	2
ահազանգներէ	5
ահազանգներէն	4
ահազանգները	11
ահազանգներն	11
ահազանգներով	4
ահազանգներու	10
ահազանգներուն	9
ահազանգներուս	2
ահազանգներս	3
ահազանգով	8
ահազանգս	7
ահարկու	18
ահարոնեան	26
ահարոնեանէ	3
ահարոնեանէն	3
ահարոնեանը	23
ահարոնեանի	21
ահարոնեանին	7
ահարոնեանն	9
ահարոնեաններ	6
ահարոնեանները	5
ահարոնեաններն	5
ահարոնեաններու	4
ահարոնեաններուն	3
ահարոնեանով	3
ահարոնեանս	2
ահաւասիկ	72
ահաւոր	72
ահեղ	32
ահեղէ	2
ահեղը	6
ահեղի	5
ահեղին	4
ահեղն	6
ահեղներ	4
ահեղները	3
ահեղներն	3
ահեղներու	2
ահեղներուն	2
ահեղութիւն	2
ահռելի	49
աղա	36
աղաղակ	2
աղաղակած	5
աղաղակել	28
աղաղակելը	5
աղաղակելիք	4
աղաղակելն	5
աղաղակելու	4
աղաղակեմ	4
աղաղակեն	2
աղաղակես	3
աղաղակեր	5
աղաղակեց	6
աղաղակեցի	5
աղաղակեցին	3
աղաղակեցինք	2
աղաղակեցիր	4
աղաղակէ	5
աղաղակէր	1
աղաղակող	4
աղային	26
աղան	15
աղանդաւոր	2
աղաներու	20
աղաչած	17
աղաչածը	4
աղաչածի	3
աղաչածն	4
աղաչածներ	2
աղաչանք	3
աղաչանքը	2
աղաչանքի	2
աղաչանքն	2
աղաչանքներուն	7
աղաչել	20
աղաչելդ	5
աղաչելէ	9
աղաչելը	18
աղաչելիք	14
աղաչելիքը	2
աղաչելիքի	2
աղաչելիքն	2
աղաչելն	18
աղաչելով	7
աղաչելու	16
աղաչելուդ	3
աղաչելուն	2
աղաչելուս	5
աղաչելս	6
աղաչեմ	46
աղաչեն	11
աղաչենք	17
աղաչես	13
աղաչեր	17
աղաչեց	34
աղաչեցէք	9
աղաչեցի	18
աղաչեցին	12
աղաչեցինք	11
աղաչեցիր	15
աղաչեցիք	9
աղաչէ	37
աղաչէի	8
աղաչէին	5
աղաչէինք	4
աղաչէիր	7
աղաչէիք	3
աղաչէր	10
աղաչէք	7
աղաչող	25
աղաչողը	2
աղաչողի	2
աղաչողն	2
աղարտել	1
աղաւաղել	16
աղաւաղեց	2
աղաւաղուիլ	1
աղաւաղում	2
աղաւաղումն	1
աղբ	23
աղբալեան	2
աղբակոյտ	2
աղբանոց	2
աղբար	37
աղբարին	15
աղբեր	4
աղբերաբար	2
աղբերը	3
աղբերն	3
աղբերու	2
աղբերուն	2
աղբէ	2
աղբը	20
աղբի	5
աղբին	4
աղբիւր	46
աղբիւրդ	9
աղբիւրէ	15
աղբիւրէդ	3
աղբիւրէն	25
աղբիւրէս	4
աղբիւրը	63
աղբիւրի	46
աղբիւրիդ	7
աղբիւրին	41
աղբիւրիս	9
աղբիւրն	27
աղբիւրներ	45
աղբիւրներդ	5
աղբիւրներէ	9
աղբիւրներէն	7
աղբիւրները	33
աղբիւրներն	17
