amerikayum	ամերիկայում	53
amerikyan	ամերիկյան	58
ameya	ամեյա	14
amiryan	ամիրյան	14
amis	ամիս	172
amis	ամիսը	42
amise	ամիսը	42
amisn	ամիսն	44
amisner	ամիսներ	23
amisneri	ամիսների	59
amisnerin	ամիսներին	14
amisnern	ամիսներն	29
amisnerov	ամիսներով	14
amisu	ամիսը	42
amisy	ամիսը	42
amla	ամլա	23
amle	ամլե	14
amlya	ամլյա	14
amn	ամն	59
amor	ամոր	38
amot	ամոթ	29
amot	ամոթը	23
amotank	ամոթանք	14
amote	ամոթը	23
amotu	ամոթը	23
amoty	ամոթը	23
ampicyaner	ամբիցիաներ	23
ampionic	ամբիոնից	23
ampopel	ամփոփել	44
ampopelov	ամփոփելով	14
ampopum	ամփոփում	14
ampopvac	ամփոփված	14
ampoq	ամբող	14
ampoqj	ամբողջ	192
ampoqj	ամբողջը	29
ampoqjakan	ամբողջական	47
ampoqjapes	ամբողջապես	29
ampoqje	ամբողջը	29
ampoqjovin	ամբողջովին	14
ampoqju	ամբողջը	29
ampoqjutyamp	ամբողջությամբ	166
ampoqjy	ամբողջը	29
amracel	ամրացել	14
amrakrac	ամրագրած	47
amrakrek	ամրագրեք	47
amrakrel	ամրագրել	34
amrakrelu	ամրագրելու	14
amrakrumner	ամրագրումներ	29
amrakrvac	ամրագրված	29
amran	ամռանը	168
amrane	ամռանը	168
amranu	ամռանը	168
amrany	ամռանը	168
amroyani	ամրոյանի	29
amsakan	ամսական	42
amsekan	ամսեկան	23
amsi	ամսի	14
amsic	ամսից	23
amsin	ամսին	44
amsov	ամսով	38
amsum	ամսում	55
amsva	ամսվա	53
amsvan	ամսվան	42
amur	ամուր	164
amusin	ամուսինը	49
amusin	ամուսին	29
amusine	ամուսինը	49
amusinn	ամուսինն	23
amusinneri	ամուսինների	14
amusins	ամուսինս	29
amusinu	ամուսինը	49
amusiny	ամուսինը	49
amusnacac	ամուսնացած	29
amusnacav	ամուսնացավ	14
amusnacel	ամուսնացել	44
amusnacneln	ամուսնացնելն	23
amusnacoq	ամուսնացող	23
amusnacrek	ամուսնացրեք	23
amusnakan	ամուսնական	14
amusnalucutyan	ամուսնալուծության	14
amusnalucutyun	ամուսնալուծությունը	23
amusnalucutyune	ամուսնալուծությունը	23
amusnalucutyunic	ամուսնալուծությունից	14
amusnalucutyunneri	ամուսնալուծությունների	14
amusnalucutyunu	ամուսնալուծությունը	23
amusnalucutyuny	ամուսնալուծությունը	23
amusnalucvac	ամուսնալուծված	14
amusnalucvel	ամուսնալուծվել	42
amusnalucvum	ամուսնալուծվում	14
amusnanal	ամուսնանալ	38
amusnanal	ամուսնանալը	14
amusnanale	ամուսնանալը	14
amusnanalu	ամուսնանալու	23
amusnanalu	ամուսնանալը	14
amusnanaluc	ամուսնանալուց	29
amusnanaly	ամուսնանալը	14
amusnanam	ամուսնանամ	14
amusnanayi	ամուսնանայի	23
amusnanum	ամուսնանում	38
amusnu	ամուսնու	42
amusnun	ամուսնուն	14
amusnus	ամուսնուս	29
amusnut	ամուսնութ	14
amusnutyan	ամուսնության	23
amusnutyun	ամուսնությունը	38
amusnutyun	ամուսնություն	29
amusnutyune	ամուսնությունը	38
amusnutyunic	ամուսնությունից	44
amusnutyunn	ամուսնությունն	14
amusnutyunu	ամուսնությունը	38
amusnutyuny	ամուսնությունը	38
amya	ամեա	23
amya	ամիա	14
amya	ամյա	14
amyakn	ամյակն	14
amyayi	ամիայի	14
an	ան	38
anahit	անահիտ	29
anahiti	անահիտի	14
anajar	անաչառ	14
anaknkal	անակնկալ	168
anaknkalneri	անակնկալների	14
analiz	անալիզ	14
analizner	անալիզները	23
analiznere	անալիզները	23
analizneru	անալիզները	23
analiznery	անալիզները	23
anani	անանի	14
anapahov	անապահով	23
anapak	անապակ	14
anapat	անապատը	23
anapate	անապատը	23
anapatner	անապատներ	14
anapatu	անապատը	23
anapaty	անապատը	23
anarat	անարատ	44
anarki	անարգի	34
anaroqj	անառողջ	23
anartar	անարդար	38
anartarutyun	անարդարություն	14
anaseli	անասելի	23
anatam	անատամ	34
anatomyan	անատոմիան	44
anavart	անավարտ	14
anayi	անայի	14
anazatutyan	անազատության	14
anc	անց	170
anc	անձը	55
anc	անձ	38
anca	անցա	14
ancac	անցած	170
ancac	անցածը	14
ancace	անցածը	14
ancacu	անցածը	14
ancacy	անցածը	14
ancamp	անձամբ	55
ancan	անցան	38
ancanc	անձանց	38
ancank	անցանք	14
ancanot	անծանոթ	14
ancar	անցար	14
ancav	անցավ	180
ance	անձը	55
ancel	անցել	174
ancer	անձեր	14
anci	անձի	29
anck	անցք	29
anck	անցքը	14
anckacnek	անցկացնեք	14
anckacnel	անցկացնել	170
anckacnelov	անցկացնելով	14
anckacnelu	անցկացնելու	29
anckacnum	անցկացնում	170
anckacrel	անցկացրել	14
anckacru	անցկացրու	172
anckacvelu	անցկացվելու	42
anckacvum	անցկացվում	14
ancke	անցքը	14
ancker	անցքերը	23
anckere	անցքերը	23
anckeru	անցքերը	23
anckery	անցքերը	23
ancku	անցքը	14
ancky	անցքը	14
ancman	անցման	14
ancn	անձն	14
ancnakan	անձնական	170
ancnakan	անձնականը	14
ancnakane	անձնականը	14
ancnakani	անձնականի	23
ancnakanu	անձնականը	14
ancnakany	անձնականը	14
ancnakazm	անձնակազմ	29
ancnakazm	անձնակազմը	14
ancnakazme	անձնակազմը	14
ancnakazmn	անձնակազմն	14
ancnakazmu	անձնակազմը	14
ancnakazmy	անձնակազմը	14
ancnakir	անձնագիր	34
ancnakirn	անձնագիրն	14
ancnakrov	անձնագրով	14
ancnapes	անձնապես	38
ancnavorutyun	անձնավորություն	29
ancneir	անցնեիր	29
ancnel	անցնել	67
ancnel	անցնելը	14
ancnele	անցնելը	14
ancnelov	անցնելով	34
ancnelu	անցնելու	29
ancnelu	անցնելը	14
ancneluc	անցնելուց	44
ancnely	անցնելը	14
ancnem	անցնեմ	14
ancnen	անցնեն	14
ancnenk	անցնենք	49
ancnes	անցնես	14
ancni	անցնի	38
ancnum	անցնում	186
ancrev	անձրեւ	170
ancrev	անձրեւը	14
ancreve	անձրեւը	14
ancrevi	անձրեւի	29
ancrevu	անձրեւը	14
ancrevy	անձրեւը	14
ancs	անձս	14
ancu	անձը	55
ancum	անցում	14
ancumayin	անցումային	34
ancumn	անցումն	29
ancumneri	անցումների	14
ancy	անձը	55
ancyal	անցյալ	174
ancyal	անցյալը	14
ancyale	անցյալը	14
ancyali	անցյալի	14
ancyaln	անցյալն	14
ancyalov	անցյալով	44
ancyalu	անցյալը	14
ancyalum	անցյալում	29
ancyaly	անցյալը	14
aneck	անեծք	38
anei	անեի	42
aneir	անեիր	14
anek	անեք	34
anekin	անեգինը	14
anekine	անեգինը	14
anekinu	անեգինը	14
anekiny	անեգինը	14
anektot	անեկդոտ	38
anel	անել	194
anel	անելը	14
anelaneli	անելանելի	14
anele	անելը	14
anelik	անելիք	23
anelikn	անելիքն	34
anelikner	անելիքները	14
aneliknere	անելիքները	14
anelikneru	անելիքները	14
aneliknery	անելիքները	14
aneln	անելն	14
anelov	անելով	23
anelu	անելու	186
anelu	անելը	14
aneluc	անելուց	57
anely	անելը	14
anem	անեմ	172
anen	անեն	53
anenk	անենք	164
anenthat	անընդհատ	180
anentmej	անընդմեջ	14
anentuneli	անընդունելի	14
aner	աներ	42
anes	անես	166
anhajoqutyun	անհաջողությունը	23
anhajoqutyune	անհաջողությունը	23
anhajoqutyunneri	անհաջողությունների	23
anhajoqutyunu	անհաջողությունը	23
anhajoqutyuny	անհաջողությունը	23
anhamateqeli	անհամատեղելի	14
anhamemat	անհամեմատ	29
anhamper	անհամբեր	164
anhamperutyamp	անհամբերությամբ	23
anhankist	անհանգիստ	34
anhankstacir	անհանգստացիր	166
anhankstacnum	անհանգստացնում	164
anhankstanum	անհանգստանում	164
anhankstutyunn	անհանգստությունն	14
anharmar	անհարմար	14
anhasaneli	անհասանելի	14
anhaskanali	անհասկանալի	42
anhat	անհատ	23
anhatakan	անհատական	79
anhatakanutyun	անհատականություն	34
anhatakanutyun	անհատականությունը	14
anhatakanutyune	անհատականությունը	14
anhatakanutyunu	անհատականությունը	14
anhatakanutyuny	անհատականությունը	14
anhatner	անհատները	14
anhatnere	անհատները	14
anhatnerin	անհատներին	14
anhatneru	անհատները	14
anhatnery	անհատները	14
anhavanakan	անհավանական	14
anhayr	անհայր	29
anhayrenik	անհայրենիք	23
anhayt	անհայտ	44
anhet	անհետ	34
anhetacav	անհետացավ	14
anhetakrkir	անհետաքրքիր	14
anhetanum	անհետանում	14
anhetevank	անհետեւանք	34
anhimn	անհիմն	29
anhnar	անհնար	164
anhnarin	անհնարին	23
anhok	անհոգ	162
anhrajewt	անհրաժեշտ	172
anhrajewtutyun	անհրաժեշտություն	38
ani	անի	200
animast	անիմաստ	44
anin	անին	42
anjap	անչափ	160
anjapeli	անչափելի	29
anjatel	անջատել	14
anjatum	անջատում	14
anjatvum	անջատվում	29
anjawak	անճաշակ	14
anjela	անժելա	14
anjeles	անջելես	34
anjelesi	անջելեսի	49
anjelesic	անջելեսից	23
anjelesum	անջելեսում	77
ank	անք	14
ankam	անգամ	202
ankamic	անգամից	29
ankamn	անգամն	38
ankamner	անգամներ	51
ankamya	անգամյա	38
ankanxik	անկանխիկ	38
ankap	անկապ	14
ankaskac	անկասկած	160
ankax	անկախ	170
ankaxacumic	անկախացումից	14
ankeqc	անկեղծ	174
ankeqcutyamp	անկեղծությամբ	34
ankeqcutyan	անկեղծության	14
ankeqcutyun	անկեղծությունը	14
ankeqcutyune	անկեղծությունը	14
ankeqcutyunn	անկեղծությունն	14
ankeqcutyunu	անկեղծությունը	14
ankeqcutyuny	անկեղծությունը	14
ankerazanceli	անգերազանցելի	34
ankleren	անգլերեն	172
ankman	անկման	29
ankraket	անգրագետ	23
ankum	անկում	14
ankum	անկումը	14
ankume	անկումը	14
ankumn	անկումն	14
ankumu	անկումը	14
ankumy	անկումը	14
ankyun	անկյունը	44
ankyune	անկյունը	44
ankyunn	անկյունն	14
ankyunneri	անկյունների	49
ankyunu	անկյունը	44
ankyunum	անկյունում	34
ankyuny	անկյունը	44
anli	անլի	14
anlurj	անլուրջ	14
anluys	անլույս	14
anmahakan	անմահական	23
anmawk	անմաշկ	14
anmequtyan	անմեղության	14
anmijakan	անմիջական	29
anmijapes	անմիջապես	170
anmoranali	անմոռանալի	162
anmxitar	անմխիթար	14
anna	աննա	198
annan	աննան	23
annaxatep	աննախադեպ	38
annayi	աննայի	14
annayin	աննային	34
annayis	աննայիս	14
anneli	աննելի	14
annkarakreli	աննկարագրելի	170
annormal	աննորմալ	23
annthat	անընդհատ	180
anntmej	անընդմեջ	14
anntuneli	անընդունելի	14
anoc	անոց	14
anoknakan	անօգնական	29
anoq	անող	14
anorinakan	անօրինական	42
anot	անոթը	38
anot	անոթ	14
anotapani	անօդաբանի	23
anotapani	անօթաբանի	23
anote	անոթը	38
anotn	անոթն	14
anotu	անոթը	38
anoty	անոթը	38
anp	անպ	14
anpacatreli	անբացատրելի	14
anpajan	անբաժան	14
anpajaneli	անբաժանելի	14
anpakas	անպակաս	14
anparakc	անպարագծ	14
anpatasxan	անպատասխան	14
anpayman	անպայման	202
anpaymanoren	անպայմանորեն	29
anpenc	անպենց	44
anpens	անպենս	42
anpensi	անպենսի	14
anpopox	անփոփոխ	29
anpoxarineli	անփոխարինելի	14
anps	անպս	23
ansahman	անսահման	34
ansovor	անսովոր	34
anspaseli	անսպասելի	164
antakt	անտակտ	29
antam	անդամը	34
antam	անդամ	29
antame	անդամը	34
antami	անդամի	23
antamn	անդամն	14
antamner	անդամները	44
antamner	անդամներ	34
antamnere	անդամները	44
antamneri	անդամների	49
antamneric	անդամներից	23
antamnerin	անդամներին	29
antamnern	անդամներն	29
antamnerov	անդամներով	14
antamneru	անդամները	44
antamnery	անդամները	44
antamu	անդամը	34
antamy	անդամը	34
antaneli	անտանելի	14
antaqant	անտաղանդ	14
antar	անտառ	14
antari	անտառի	14
antarper	անտարբեր	29
antatar	անդադար	44
antenayov	անտենայով	29
anteqi	անտեղի	14
anteri	անթերի	34
antesum	անտեսում	14
antramatir	անտրամադիր	14
antraniki	անդրանիկի	14
antranikin	անդրանիկին	23
antratarc	անդրադարձ	14
antratarcav	անդրադարձավ	23
antratarcel	անդրադարձել	23
antratarnal	անդրադառնալ	42
antratarnalu	անդրադառնալու	14
antratarnank	անդրադառնանք	14
antratarnum	անդրադառնում	42
antre	անդրե	23
antrei	անդրեի	29
antrein	անդրեին	23
antreyas	անդրեիաս	14
antun	անտուն	34
antunt	անդունդ	14
antur	անդուր	34
anum	անում	198
anun	անունը	174
anun	անուն	49
anune	անունը	174
anunic	անունից	29
anunn	անունն	44
anunner	անուններ	42
anunner	անունները	23
anunnere	անունները	23
anunneri	անունների	14
anunneric	անուններից	23
anunneru	անունները	23
anunnery	անունները	23
anunov	անունով	160
anuns	անունս	14
anunthat	անընդհատ	180
anuntmej	անընդմեջ	14
anuntuneli	անընդունելի	14
anunu	անունը	174
anuny	անունը	174
anuqqaki	անուղղակի	29
anuqqeli	անուղղելի	23
anura	անուրա	34
anuw	անուշ	14
anvan	անվան	34
anvanakarki	անվանակարգի	14
anvanakarkum	անվանակարգում	14
anvani	անվանի	14
anvanmamp	անվանմամբ	29
anvanum	անվանումը	49
anvanum	անվանում	29
anvanume	անվանումը	49
anvanumn	անվանումն	14
anvanumu	անվանումը	49
anvanumy	անվանումը	49
anvatoqeri	անվադողերի	34
anverj	անվերջ	23
anvjar	անվճար	44
anvnas	անվնաս	44
anvtank	անվտանգ	42
anvtankutyan	անվտանգության	23
anvtankutyun	անվտանգությունը	34
anvtankutyune	անվտանգությունը	34
anvtankutyunic	անվտանգությունից	14
anvtankutyunu	անվտանգությունը	34
anvtankutyuny	անվտանգությունը	34
anwarj	անշարժ	84
anwuwt	անշուշտ	182
anxoceli	անխոցելի	14
anxtir	անխտիր	14
anxusapeli	անխուսափելի	38
anynthat	անընդհատ	180
anyntmej	անընդմեջ	14
anyntuneli	անընդունելի	14
anzen	անզեն	14
anzkuwapar	անզգուշաբար	14
anzkuyw	անզգույշ	14
apa	ապա	182
apacucec	ապացուցեց	14
apacucel	ապացուցել	42
apacucelu	ապացուցելու	23
apacuci	ապացուցի	29
apacucum	ապացուցում	23
apacucvac	ապացուցված	34
apacuyc	ապացույց	34
apacuycn	ապացույցն	23
apahov	ապահով	47
apahovakrakan	ապահովագրական	59
apahovakren	ապահովագրեն	29
apahovakrutyan	ապահովագրության	29
apahovakrutyun	ապահովագրություն	14
apahovakrvac	ապահովագրված	14
apahovel	ապահովել	44
apahoveln	ապահովելն	34
apahovelu	ապահովելու	23
apahoven	ապահովեն	14
apahovman	ապահովման	14
apahovum	ապահովում	61
apahovutyan	ապահովության	29
apahovvac	ապահովված	14
apaka	ապագա	162
apakan	ապագան	162
apakayi	ապագայի	174
apakayum	ապագայում	55
aparani	ապարանի	14
aparat	ապարատ	29
aparat	ապարատը	29
aparatayin	ապարատային	38
aparate	ապարատը	29
aparatnerov	ապարատներով	23
aparatu	ապարատը	29
aparaty	ապարատը	29
aparik	ապառիկ	34
apariki	ապառիկի	29
apastani	ապաստանի	14
ape	ապե	14
apel	աբելը	14
apele	աբելը	14
apelu	աբելը	14
apely	աբելը	14
aper	ապեր	14
aperic	ափերից	14
aperum	ափերում	14
apin	ափին	23
apovyan	աբովյան	14
aprac	ապրածը	14
aprace	ապրածը	14
apracu	ապրածը	14
apracy	ապրածը	14
aprank	ապրանք	38
aprank	ապրանքը	34
aprankaniw	ապրանքանիշը	47
aprankaniwe	ապրանքանիշը	47
aprankaniwer	ապրանքանիշեր	23
aprankaniweri	ապրանքանիշերի	38
aprankaniwi	ապրանքանիշի	47
aprankaniwneri	ապրանքանիշների	29
aprankaniwneric	ապրանքանիշներից	38
aprankaniwu	ապրանքանիշը	47
aprankaniwy	ապրանքանիշը	47
aprankatesakanin	ապրանքատեսականին	34
aprankatesakner	ապրանքատեսակներ	14
apranke	ապրանքը	34
apranki	ապրանքի	42
aprankner	ապրանքներ	64
aprankner	ապրանքները	42
apranknere	ապրանքները	42
aprankneru	ապրանքները	42
apranknery	ապրանքները	42
apranku	ապրանքը	34
apranky	ապրանքը	34
aprec	ապրեց	38
aprecnum	ապրեցնում	14
aprei	ապրեի	14
apreink	ապրեինք	29
aprek	ապրեք	42
aprel	ապրել	172
aprel	ապրելը	29
aprelakerp	ապրելակերպ	14
aprelakerpn	ապրելակերպն	23
aprele	ապրելը	29
apreln	ապրելն	23
aprelov	ապրելով	23
aprelu	ապրելու	62
aprelu	ապրելը	29
apreluc	ապրելուց	14
aprely	ապրելը	29
aprem	ապրեմ	49
apren	ապրեն	34
aprenk	ապրենք	23
apres	ապրես	176
apri	ապրի	23
april	ապրիլ	14
aprili	ապրիլի	29
aproq	ապրող	55
aprum	ապրում	180
aprumi	ապրումի	34
aprumner	ապրումները	47
aprumnere	ապրումները	47
aprumneri	ապրումների	23
aprumnern	ապրումներն	14
aprumneru	ապրումները	47
aprumnery	ապրումները	47
apse	ափսե	14
apsei	ափսեի	34
apsener	ափսեներ	14
apseneri	ափսեների	34
apsos	ափսոս	162
apsosaci	ափսոսացի	14
apsosank	ափսոսանք	38
apsosum	ափսոսում	49
apsurt	աբսուրդ	29
apsurti	աբսուրդի	23
apsurtistnern	աբսուրդիստներն	14
aptak	ապտակ	14
aptaki	ապտակի	38
aptakners	ապտակներս	38
apur	ապուր	14
apuwutyan	ապուշության	23
apuwutyun	ապուշություն	14
apuxtner	ապուխտները	38
apuxtnere	ապուխտները	38
apuxtneru	ապուխտները	38
apuxtnery	ապուխտները	38
apwac	ապշած	14
apwum	ապշում	14
aq	աղ	162
aqacac	աղացած	23
aqajum	աղաչում	23
aqanterayin	աղանդերային	14
aqanteri	աղանդերի	14
aqanti	աղանդի	14
aqasin	աղասին	14
aqavaqel	աղավաղել	34
aqavaqvel	աղավաղվել	14
aqcan	աղցան	38
aqcan	աղցանը	29
aqcane	աղցանը	29
aqcani	աղցանի	29
aqcanner	աղցանները	34
aqcannere	աղցանները	34
aqcanneru	աղցանները	34
aqcannery	աղցանները	34
aqcanu	աղցանը	29
aqcany	աղցանը	29
aqi	աղի	14
aqiki	աղիքի	14
aqjik	աղջիկը	172
aqjik	աղջիկ	168
aqjike	աղջիկը	172
aqjikn	աղջիկն	42
